Item_Code,Item_Name,Category_x,Stock,Reorder_Level,Avg_Daily_Demand,Warehouse,Stock_Status,Search_Item,Scraped_Title,Category_y,Price,Rating,Reviews,Availability,Seller,Matched_Item
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Memory Husband 263,Filters,6409.03,4.7,5975.0,In Stock,Willis LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Suddenly Full 274,Tools,8508.2,3.0,8695.0,Out of Stock,Forbes-Gill,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Institution Find 646,Seals,7214.5,3.0,9600.0,Out of Stock,"Gonzalez, Morgan and Patel",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Win Security 295,Tools,2240.62,3.8,3452.0,Out of Stock,Chen LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - After Information 604,Filters,4313.91,3.5,353.0,In Stock,"Jones, Rodriguez and Burton",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Voice Continue 723,Seals,2130.97,3.4,1341.0,In Stock,"Klein, White and Evans",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Deep Child 918,Seals,5518.82,2.7,5144.0,In Stock,Hensley Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Bag Occur 344,Bearings,86.26,2.2,826.0,In Stock,Hood-Moore,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Usually Forward 964,Filters,6094.79,4.6,7176.0,Out of Stock,"Guzman, Estrada and Davis",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Quite Growth 743,Gaskets,1730.48,4.5,9679.0,In Stock,"Brown, Chen and Lopez",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Which Family 473,Hoses,1361.19,4.7,3006.0,In Stock,Lopez LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Teach Large 973,Clamps,9675.5,2.5,8798.0,In Stock,Valdez-Rojas,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Focus Real 509,Pipes,7321.06,4.3,2098.0,Out of Stock,Lee PLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Guy Risk 689,Bearings,5873.98,4.0,641.0,In Stock,Brown-Sloan,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Care Life 421,Bearings,5591.43,3.9,4067.0,In Stock,Peters-Bailey,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Run Computer 756,Hoses,1870.47,4.0,2276.0,Out of Stock,Sanders-Wolfe,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - War Really 270,Gaskets,5620.13,4.1,9221.0,Out of Stock,Taylor-Burns,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Day Give 878,Clamps,4100.68,2.3,799.0,In Stock,Whitaker-Mendoza,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Everybody Compare 204,Pipes,3650.07,5.0,2872.0,Out of Stock,Norton and Sons,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Final Effort 376,Tools,5885.36,3.8,5031.0,Out of Stock,"Hudson, Murray and Wilson",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Toward Will 733,Filters,4086.95,5.0,2196.0,Out of Stock,Warner LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Give Treat 902,Filters,657.68,3.6,8468.0,Out of Stock,"Cobb, Tyler and Murray",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Similar Natural 795,Seals,9232.52,2.4,958.0,Out of Stock,Garcia-Torres,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Whatever Color 124,Hoses,4948.04,4.9,5670.0,Out of Stock,Chan Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Everybody Improve 473,Filters,9639.47,3.8,3488.0,Out of Stock,Dean-Singleton,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Peace Skill 641,Seals,3975.18,3.1,696.0,Out of Stock,Wu-White,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Development Owner 634,Clamps,8952.42,3.6,9865.0,In Stock,Watkins PLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Effect Stock 619,Hoses,104.36,2.6,4775.0,Out of Stock,Haynes-Sanchez,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Hold Until 827,Hoses,2536.55,4.9,3541.0,In Stock,"Torres, Myers and Jones",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Season Station 533,Gaskets,1580.5,2.9,7130.0,In Stock,Garcia and Sons,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Mouth Three 703,Bearings,4296.95,3.7,8656.0,Out of Stock,"Hancock, Brown and Cook",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Radio Yourself 114,Seals,2967.43,2.5,1810.0,Out of Stock,Thomas-Tran,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Rise Wind 151,Clamps,2297.02,2.2,9316.0,Out of Stock,Brady LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Science Pressure 439,Seals,1142.6,2.6,2507.0,Out of Stock,"Hamilton, Williams and Bullock",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Cut Night 304,Bearings,7404.21,3.1,5405.0,Out of Stock,Eaton Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Always Person 956,Hoses,4010.59,4.4,4560.0,Out of Stock,Bean Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Resource Section 311,Tools,7910.52,5.0,3570.0,Out of Stock,Little-Thompson,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Loss Finish 315,Seals,5639.73,3.3,6894.0,In Stock,Booth Group,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Official Dog 106,Bearings,7777.37,3.1,8057.0,In Stock,Baker Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Environment Seek 982,Filters,895.93,2.3,6135.0,Out of Stock,"Marquez, Hughes and Malone",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Bill Pull 967,Gaskets,3574.01,3.0,6270.0,In Stock,"Romero, Holt and Manning",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Talk Report 490,Hoses,3242.68,4.5,2974.0,Out of Stock,Williams LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Drug Land 492,Pipes,5014.08,4.0,6928.0,In Stock,Moore LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Item It 431,Filters,5836.26,3.8,8975.0,Out of Stock,Espinoza-Jones,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Indeed Learn 437,Gaskets,3894.49,4.9,8806.0,In Stock,Myers-Whitney,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Alone Number 682,Gaskets,1860.69,2.4,3736.0,In Stock,Baldwin-Kennedy,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Many Positive 395,Hoses,6805.05,4.3,14.0,In Stock,Crawford-Dominguez,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - One Threat 408,Bearings,7912.12,4.1,9371.0,In Stock,Green-Barron,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Financial Both 530,Seals,2620.92,3.7,1665.0,Out of Stock,"Pierce, Moss and Woods",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Help Share 150,Pipes,3886.42,3.3,2675.0,Out of Stock,Cross-Hartman,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Can Concern 596,Pipes,7427.43,3.2,1824.0,In Stock,"Hall, Vega and Figueroa",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - East Public 495,Clamps,4211.17,2.4,4746.0,Out of Stock,Lyons-Parker,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Audience Ball 639,Pipes,9551.11,4.0,5653.0,In Stock,Mcintyre-Warren,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Oil But 660,Hoses,4244.37,3.0,158.0,In Stock,Foster-Williams,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Girl Thus 370,Gaskets,5873.0,2.6,4377.0,In Stock,Perez-Rodriguez,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Character Sit 519,Gaskets,6543.53,3.3,6347.0,In Stock,Wilson PLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Simply Detail 728,Hoses,2054.22,4.4,4792.0,In Stock,Bernard Group,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Door Expect 780,Filters,1109.33,4.7,8952.0,Out of Stock,"Aguilar, Duffy and Young",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Final Use 131,Pipes,2938.86,3.0,1035.0,Out of Stock,Ortiz LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Up Day 991,Tools,5899.42,2.7,2275.0,In Stock,Willis-Thompson,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Finish Thing 665,Tools,3468.59,4.7,5696.0,In Stock,Hunter-Lester,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Join Name 955,Gaskets,2662.25,4.8,1412.0,Out of Stock,Clark-Alexander,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Go Goal 991,Seals,7461.04,3.4,2445.0,In Stock,Gonzalez Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Right Order 666,Seals,1007.18,3.6,1209.0,Out of Stock,Wright-Carr,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Choose Serve 519,Seals,9228.72,2.3,3462.0,Out of Stock,Martin-Buck,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Upon Property 779,Tools,1879.41,4.4,6338.0,Out of Stock,Bennett LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Offer Husband 458,Pipes,9944.8,2.0,1482.0,In Stock,"Wilson, Morris and Adams",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Some Actually 990,Seals,5772.58,4.8,8814.0,In Stock,"Dixon, Watson and Hill",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Fear Area 318,Gaskets,5111.36,4.5,2360.0,In Stock,Jacobs-Coleman,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Network Culture 589,Seals,873.28,4.1,485.0,Out of Stock,Wilcox Group,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Truth A 117,Gaskets,5912.95,2.7,7443.0,Out of Stock,Ramos-Taylor,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Production Section 751,Gaskets,2634.66,4.4,5783.0,Out of Stock,Robertson PLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Training Group 420,Gaskets,7800.88,2.9,8351.0,Out of Stock,"Kane, Flores and James",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Head Leader 520,Clamps,4198.09,4.0,9299.0,Out of Stock,Smith Group,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Specific Voice 362,Filters,3880.16,3.0,6625.0,Out of Stock,"Carter, Hale and White",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Six According 684,Clamps,1151.48,4.0,8082.0,Out of Stock,Johnson Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Pick Reason 322,Filters,9777.04,4.2,687.0,In Stock,Hawkins-Mills,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Republican Relationship 273,Bearings,640.35,5.0,8881.0,In Stock,"Johnson, Martinez and Francis",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Drop Town 184,Seals,3866.14,4.7,4773.0,Out of Stock,Owens and Sons,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Person Nothing 358,Tools,2018.55,3.2,6551.0,Out of Stock,"Parker, Shelton and Crawford",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Process Care 162,Pipes,4145.48,3.9,1328.0,In Stock,Rivera-Moore,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Fire Full 323,Pipes,7319.51,3.9,1481.0,In Stock,Fuller-Roberts,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - School Too 985,Seals,9318.64,3.4,9599.0,Out of Stock,"Carr, Burgess and West",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Common Create 843,Tools,7511.19,3.7,7295.0,Out of Stock,"Medina, Clark and Glenn",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Grow System 437,Seals,7230.82,4.9,570.0,Out of Stock,"Miller, Rhodes and Myers",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - It Reach 247,Seals,2078.81,3.4,4276.0,Out of Stock,"Myers, Alvarado and Jones",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Action Pull 592,Tools,7126.14,3.5,3920.0,In Stock,Brewer-Sanchez,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Former Bed 445,Seals,9154.28,2.6,6335.0,In Stock,"Woodward, Henry and Reynolds",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Yes Start 478,Filters,1985.23,2.6,3383.0,Out of Stock,Campos-Jones,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Food Financial 477,Hoses,4491.5,3.9,5523.0,In Stock,"Thompson, Medina and Martinez",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Several Must 994,Gaskets,4620.46,2.3,4167.0,Out of Stock,Mcbride PLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Change Name 561,Gaskets,4190.37,3.0,7270.0,In Stock,Moore Inc,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Still Garden 169,Tools,6348.86,2.3,4290.0,In Stock,Bullock Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Debate Baby 705,Bearings,2728.99,2.7,9428.0,In Stock,"Adams, Martin and Russo",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Contain Agent 153,Filters,8938.13,4.5,6174.0,Out of Stock,Cooper LLC,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Your Always 234,Pipes,8687.15,3.8,1409.0,In Stock,"Hayes, Vargas and Wilson",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Involve Range 408,Seals,9365.48,4.3,6183.0,Out of Stock,Davis-Taylor,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Compare Plan 613,Hoses,6211.6,4.5,7010.0,Out of Stock,"Martin, Rodriguez and Moody",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Answer Sell 655,Tools,7635.21,2.7,8175.0,In Stock,Matthews and Sons,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Possible Life 423,Bearings,4858.98,2.2,877.0,In Stock,"Harrington, Fowler and Lara",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Return Understand 602,Filters,967.2,2.2,7035.0,In Stock,Smith-Smith,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Develop Our 989,Filters,5104.4,2.5,4536.0,In Stock,"Owens, Roth and Walker",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Choose Support 819,Hoses,3812.89,4.3,5448.0,Out of Stock,"Fox, Smith and Gomez",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Will Prevent 262,Hoses,8110.7,2.8,1830.0,Out of Stock,York-Fritz,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - That Box 661,Gaskets,2218.89,2.9,2456.0,In Stock,Morton-Carter,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Help Check 430,Gaskets,9239.12,4.0,3422.0,In Stock,Craig-Williams,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Around Friend 948,Seals,4351.99,3.3,6878.0,In Stock,Watson Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Dream Today 934,Pipes,559.04,2.6,9498.0,In Stock,Harmon Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Discover Great 529,Tools,2135.11,3.6,8605.0,In Stock,"Lewis, May and Hubbard",Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Develop Think 948,Seals,4577.48,2.8,9785.0,In Stock,Hardy Ltd,Clamps 1908
SP003,Clamps 1908,Tools,42,46,2,Pune,Understock,Clamp,Clamp - Security Foot 951,Clamps,8846.54,4.9,1890.0,Out of Stock,"Sanders, Ayers and Torres",Clamps 1908
